student_id,last_name,first_name,city,state,country,program,graduation term,graduation year,phone_no_cell,phone_no_land,skill_1,skill_2,work_city,work_country,job_type,industry
aw8991,Winn,Alvin,Toledo,Ohio,United States,Insurance Management,Fall,2018,999-232-6899,101-514-5099,Data Entry,,Guangzhou - China,China Mainland,Job,Housing/Real Estate
gc9192,Clucas,Gregorio,Reading,Pennsylvania,United States,Construction Administration,Fall,2022,856-259-9789,,Billing,,Pearl River - NY,United States (USA),Service Organization,Geospatial/Mapping
dg9792,Grier,Dyann,Bronx,New York,United States,Construction Administration,Fall,2017,118-657-2468,,Self Motivation,,Long Island City - NY,United States (USA),Job,Governance
ad4252,Dowyer,Aurea,Miami,Florida,United States,Negotiation and Conflict Resolution,Summer,2019,465-330-1030,,Critical Thinking,,Baltimore - MD,United States (USA),Postponing job search,Geospatial/Mapping
wl9210,Lapslie,Wilmar,Pensacola,Florida,United States,Sports Management,Fall,2018,358-930-9628,843-483-2962,Organization,,Emeryville - CA,United States (USA),Still Seeking Employment,Housing/Real Estate
vd8509,Deme,Vinnie,Saint Louis,Missouri,United States,Negotiation and Conflict Resolution,Spring,2018,540-910-5479,,Product Knowledge,,Cranford - NJ,United States (USA),Not seeking an internship,Geospatial/Mapping
cr2972,Rodrigo,Clemmy,Vancouver,Washington,United States,Information Knowledge Strategy,Summer,2019,662-222-9981,927-718-3050,Shipping,,Chicago - IL,United States (USA),Job,Media
jw9666,Wellan,Jacynth,Austin,Texas,United States,Human Capital Management,Spring,2016,921-430-1944,,Shipping,,Edison - NJ,United States (USA),Fellowship,Lifestyle & Consumer
dl7353,Linguard,Daloris,Lakeland,Florida,United States,Construction Administration,Fall,2020,943-226-2368,373-610-8110,Empathy,,Williamsport - PA,United States (USA),Summer classes,Media
sk5746,Klimkov,Sauveur,San Antonio,Texas,United States,Information Knowledge Strategy,Summer,2020,910-909-2256,,Customer Service,,Bangkok - Thailand,Thailand,Summer classes,Housing/Real Estate
mr1611,Rydings,Marylinda,San Jose,California,United States,Bioethics,Summer,2017,311-832-2790,966-419-4955,Communication,,Englewood Cliffs - NJ,United States (USA),Graduate School,Research & Consulting
hr6325,Robiot,Horatius,Denver,Colorado,United States,Technology Management,Fall,2020,378-808-8582,176-814-5183,Contract Negotiation,,Lake Worth - FL,United States (USA),Own Venture,Scientific Research
aw2202,Waterstone,Anabelle,Orlando,Florida,United States,Narrative Medicine,Fall,2019,696-571-7361,,Calendar Management,,Gurugram - India,India,Other Intentions,Media
cb6823,Braybrookes,Catharina,Raleigh,North Carolina,United States,Actuarial Science,Spring,2019,657-998-4061,715-685-9146,Creativity,,Richardson - TX,United States (USA),Not seeking an internship,Housing/Real Estate
ra8289,Aubry,Rollins,Portland,Oregon,United States,Insurance Management,Fall,2022,335-565-3120,987-951-2471,Microsoft Offices,,Hong Kong - China,China Mainland,Own Venture,Environment & Weather
he2771,Eyre,Hanni,Buffalo,New York,United States,Sports Management,Spring,2016,975-665-5379,552-675-6613,Decision Making,,Jerusalem - Israel,Israel,Own Venture,Aerospace and Defense
aa2072,Akid,Alvie,Shreveport,Louisiana,United States,Technology Management,Fall,2018,333-730-3839,,Accounting,,Cranford - NJ,United States (USA),Other Intentions,Transportation
ar3571,Rosenblatt,Andree,Wilkes Barre,Pennsylvania,United States,Technology Management,Fall,2018,483-116-8909,325-771-2454,Microsoft Offices,,Fort Mill - SC,United States (USA),Military Service,Aerospace and Defense
al9719,Lipgens,Addy,Austin,Texas,United States,Enterprise Risk Management,Summer,2016,187-375-0359,,Welcoming Visitors,,Dania - FL,United States (USA),Fellowship,Transportation
av7272,Vitet,Aluin,Albany,New York,United States,Enterprise Risk Management,Summer,2021,317-403-6125,429-505-8130,Conflict Resolution,,North Vancouver - BC - Canada,Canada,Research,Geospatial/Mapping
mg5160,Gossart,Melonie,Santa Cruz,California,United States,Nonprofit Management,Spring,2017,578-790-4692,560-120-2574,Decision Making,,Hoboken - NJ,United States (USA),Service Organization,Housing/Real Estate
vr6922,Rochell,Vinson,Inglewood,California,United States,Bioethics,Summer,2020,836-515-6146,,Microsoft Offices,,Boston - MA,United States (USA),Job,Governance
ar3571,Rosenblatt,Andree,Wilkes Barre,Pennsylvania,United States,Technology Management,Fall,2018,483-116-8909,325-771-2454,Microsoft Offices,,Los Angeles - CA,United States (USA),Fellowship,Education
he2771,Eyre,Hanni,Buffalo,New York,United States,Sports Management,Spring,2016,975-665-5379,552-675-6613,Decision Making,,Shanghai - China Mainland,China Mainland,Other Intentions,Media
kh6218,Hayle,Krishna,Huntington,West Virginia,United States,Sports Management,Spring,2017,817-809-0088,955-869-5624,Referral Marketing,,Saint Petersburg - FL,United States (USA),Fellowship,Healthcare
gt6760,Tinklin,Garner,Cleveland,Ohio,United States,Technology Management,Fall,2021,561-724-4011,363-627-8937,Adaptability,,Whippany - NJ,United States (USA),Service Organization,Media
gj1080,Jeandot,Germain,San Rafael,California,United States,Wealth Management,Spring,2017,346-847-3713,,Critical Thinking,,Dubai - United Arab Emirates,United Arab Emirates,Other Intentions,Scientific Research
ew2423,Winterton,Earl,Los Angeles,California,United States,Actuarial Science,Spring,2021,714-601-5341,266-711-2838,Customer Service,,Lake Worth - FL,United States (USA),Still Seeking Education,Aerospace and Defense
cd3680,De Vaar,Cariotta,Orlando,Florida,United States,Nonprofit Management,Spring,2017,223-120-1389,,Critical Thinking,,Irvine - CA,United States (USA),Service Organization,Lifestyle & Consumer
rt6370,Tolputt,Ruperto,Newport Beach,California,United States,Narrative Medicine,Summer,2016,482-623-1659,297-942-0505,Organization,,Pittsburgh - PA,United States (USA),Still Seeking Internship,Environment & Weather
md1350,Dutnell,Merilyn,Austin,Texas,United States,Actuarial Science,Spring,2022,209-559-9432,,Contract Negotiation,,Norfolk - VA,United States (USA),Military Service,Housing/Real Estate
ab8233,Bicheno,Allianora,Springfield,Illinois,United States,Wealth Management,Fall,2021,392-638-1094,,Contract Negotiation,,Mumbai - India,India,Service Organization,Aerospace and Defense
et8328,Tellenbach,Eldridge,Minneapolis,Minnesota,United States,Nonprofit Management,Spring,2016,279-135-3205,,Empathy,,Short Hills - NJ,United States (USA),Own Venture,Geospatial/Mapping
cr9043,Romi,Cecilia,Charlotte,North Carolina,United States,Strategic Communication,Summer,2020,705-351-7168,665-541-7957,Negotiation,,West Orange - NJ,United States (USA),Graduate School,Geospatial/Mapping
rt6370,Tolputt,Ruperto,Newport Beach,California,United States,Narrative Medicine,Summer,2016,482-623-1659,297-942-0505,Organization,,San Mateo - CA,United States (USA),Own Venture,Scientific Research
ia1498,Abelevitz,Ingmar,Milwaukee,Wisconsin,United States,Nonprofit Management,Spring,2021,281-401-1663,,Decision Making,,Chantilly - VA,United States (USA),Own Venture,Scientific Research
bs6078,Sabatier,Blane,Richmond,California,United States,Actuarial Science,Summer,2019,764-275-8822,,Leadership,,Seoul - South Korea,South Korea,Job,Aerospace and Defense
mt8122,Toohey,Merrie,Gary,Indiana,United States,Narrative Medicine,Fall,2017,391-488-3183,,Creativity,,Beirut - Lebanon,Lebanon,Not seeking an internship,Transportation
kf4345,Fain,Krispin,Lexington,Kentucky,United States,Information Knowledge Strategy,Spring,2016,137-898-6091,563-307-3671,Customer Service,,Ulaanbaatar - Mongolia,Mongolia,Fellowship,Data/Technology
rv6163,Vail,Rubina,Harrisburg,Pennsylvania,United States,Wealth Management,Summer,2017,728-243-8700,235-456-9389,Decision Making,,Bogota - Colombia,Colombia,Job,Lifestyle & Consumer
dv5870,Vlasov,Delaney,Los Angeles,California,United States,Applied Analytics,Spring,2021,381-127-8584,388-830-4402,Contract Negotiation,API,Baltimore - MD,United States (USA),Job,Finance & Investment
mr1132,Rosellini,Max,Dallas,Texas,United States,Human Capital Management,Spring,2017,312-825-8105,952-934-2620,Contract Negotiation,,Auburn Hills - MI,United States (USA),Job,Finance & Investment
mg7827,Goracci,Morena,Daytona Beach,Florida,United States,Bioethics,Fall,2019,391-779-8443,,Problem Solving,,London - United Kingdom,United Kingdom,Graduate School,Energy
wn1628,Nazareth,Winny,Glendale,California,United States,Insurance Management,Spring,2021,242-118-8436,,Collaboration,,Xinyi (guangdong) - China,China Mainland,Still Seeking Internship,Governance
tm9922,Mc Mechan,Thaxter,Austin,Texas,United States,Bioethics,Summer,2016,258-773-7262,968-888-8779,Data Entry,,North Vancouver - BC - Canada,Canada,Military Service,Environment & Weather
dd4970,Degoix,Diahann,Salinas,California,United States,Strategic Communication,Spring,2020,224-291-1552,,Teamwork ,,Dubai - United Arab Emirates,United Arab Emirates,Military Service,Media
am9625,Miquelet,Arabella,New York City,New York,United States,Construction Administration,Fall,2022,412-620-4789,847-786-7956,Teamwork ,,Farmingdale - NY,United States (USA),Still Seeking Employment,Lifestyle & Consumer
ej9242,Jobbing,Elita,Olympia,Washington,United States,Narrative Medicine,Summer,2020,855-578-3702,810-153-9131,Leadership,,Long Island City - NY,United States (USA),Military Service,Governance
lk9334,Klicher,Lodovico,Omaha,Nebraska,United States,Negotiation and Conflict Resolution,Fall,2018,886-409-2949,993-611-3777,Management,,"Hangzhou, Zhejiang province - China",China Mainland,Research,Food & Agriculture
gu4591,Ulrik,Gaultiero,Richmond,Virginia,United States,Technology Management,Summer,2016,737-625-0103,747-189-0072,Decision Making,,Stamford - CT,United States (USA),Still Seeking Employment,Aerospace and Defense
md1702,Deakes,Myrlene,Austin,Texas,United States,Human Capital Management,Fall,2020,565-681-1316,,Organization,,Pearl River - NY,United States (USA),Still Seeking Education,Transportation
cb9723,Brownstein,Calv,Dallas,Texas,United States,Applied Analytics,Spring,2017,673-131-2859,791-704-3908,Salesforce,STATA,Basking Ridge - NJ,United States (USA),Still Seeking Education,Food & Agriculture
fd8837,Dewett,Ferrel,Miami,Florida,United States,Actuarial Science,Spring,2017,448-792-3864,,Public Speaking,,Farmingdale - NY,United States (USA),Service Organization,Healthcare
hg3770,Goom,Hilton,Elmira,New York,United States,Wealth Management,Fall,2016,270-981-3078,,Referral Marketing,,Tulsa - OK,United States (USA),Postponing job search,Energy
is9134,Shaylor,Isa,Denver,Colorado,United States,Sports Management,Spring,2017,643-758-5473,,Calendar Management,,Santiago - Chile,Chile,Research,Lifestyle & Consumer
te2737,Entissle,Terrance,Savannah,Georgia,United States,Sustainability Science,Spring,2017,973-137-6116,,Product Knowledge,,Nottingham - United Kingdom,United Kingdom,Service Organization,Environment & Weather
aa1593,Abreheart,Alphonso,South Bend,Indiana,United States,Sustainability Management,Spring,2020,912-333-1380,,Leadership,,Bear - DE,United States (USA),Still Seeking Internship,Energy
dw8568,Worshall,Dev,Fort Worth,Texas,United States,Nonprofit Management,Summer,2018,775-362-7655,431-101-5322,Office Equipment,,Arlington - VA,United States (USA),Graduate School,Environment & Weather
ch8804,Haney`,Carlye,Rochester,New York,United States,Strategic Communication,Fall,2018,745-717-5072,,Customer Service,,Fort Mill - SC,United States (USA),Internship,Transportation
rt3656,Trengove,Rozalin,Maple Plain,Minnesota,United States,Sustainability Management,Summer,2019,885-874-2943,,Microsoft Offices,,Manila - Philippines,Philippines,Still Seeking Internship,Food & Agriculture
am3279,Middler,Alessandro,Corpus Christi,Texas,United States,Technology Management,Fall,2020,943-374-6649,718-319-7485,Shipping,,Mumbai - India,India,Own Venture,Transportation
nm3403,MacCallion,Nikolas,Atlanta,Georgia,United States,Construction Administration,Summer,2019,862-766-8478,124-957-1249,Scheduling,,Boston - MA,United States (USA),Graduate School,Environment & Weather
fb6278,Bygraves,Forrester,Indianapolis,Indiana,United States,Applied Analytics,Spring,2018,263-513-6264,195-742-7982,Adaptability,Cloud Management,Cupertino - CA,United States (USA),Research,Media
ph6551,Hefforde,Perkin,Knoxville,Tennessee,United States,Sustainability Science,Summer,2020,248-991-2738,887-875-1183,Collaboration,,Xinyi (guangdong) - China,China Mainland,Internship,Research & Consulting
mc3125,Cowan,Marsh,Brooklyn,New York,United States,Sustainability Science,Summer,2018,394-542-3761,371-535-7497,Management,,Beijing - China,China Mainland,Own Venture,Governance
el1970,Lukock,Ev,Cincinnati,Ohio,United States,Technology Management,Spring,2018,820-185-4880,,Collaboration,,Shanghai - China,China Mainland,Job,Education
as7799,Silly,Ansley,Hampton,Virginia,United States,Nonprofit Management,Fall,2016,363-604-2829,,Lead Qualification,,Chantilly - VA,United States (USA),Internship,Energy
el1970,Lukock,Ev,Cincinnati,Ohio,United States,Technology Management,Spring,2018,820-185-4880,,Collaboration,,Somerset - NJ,United States (USA),Still Seeking Internship,Environment & Weather
pn1138,Novichenko,Patrizio,Omaha,Nebraska,United States,Technology Management,Fall,2018,489-121-6231,864-304-6106,Lead Prospecting ,,New Delhi - India,India,Fellowship,Aerospace and Defense
bd4789,Duligal,Bambie,Youngstown,Ohio,United States,Information Knowledge Strategy,Summer,2016,309-113-5944,578-559-1144,Communication,,Jinan - China,China Mainland,Job,Energy
qg7260,Gilstoun,Quentin,Charleston,West Virginia,United States,Wealth Management,Spring,2016,893-293-9123,800-185-4960,Critical Thinking,,Durham - NC,United States (USA),Other Intentions,Healthcare
wp2801,Preuvost,Woodman,Miami,Florida,United States,Sustainability Management,Fall,2020,799-858-8575,616-507-1969,Active Listening,,Bear - DE,United States (USA),Postponing job search,Business & Legal Services
bb1965,Boyes,Bobby,Des Moines,Iowa,United States,Strategic Communication,Fall,2019,726-653-6703,515-114-5819,Billing,,New Delhi - India,India,Other Intentions,Data/Technology
gl1743,Ledington,Gavan,Saint Paul,Minnesota,United States,Technology Management,Fall,2020,690-559-4391,762-451-5748,Billing,,Xinyi (guangdong) - China,China Mainland,Still Seeking Employment,Finance & Investment
ad4252,Dowyer,Aurea,Miami,Florida,United States,Negotiation and Conflict Resolution,Summer,2019,465-330-1030,,Critical Thinking,,Gurugram - India,India,Summer classes,Finance & Investment
ar6315,Rockwill,Archaimbaud,Fort Wayne,Indiana,United States,Strategic Communication,Fall,2022,386-488-4786,,Teamwork ,,Seattle - WA,United States (USA),Still Seeking Education,Aerospace and Defense
dk6521,Kingsmill,Deana,Los Angeles,California,United States,Actuarial Science,Spring,2020,275-605-2899,217-845-6719,QuickBooks,,Astoria - NY,United States (USA),Internship,Aerospace and Defense
tk8377,Kaveney,Talyah,Saint Augustine,Florida,United States,Wealth Management,Fall,2021,147-552-1675,,Decision Making,,San Antonio - TX,United States (USA),Graduate School,Lifestyle & Consumer
rp3484,Peres,Ryan,Richmond,Virginia,United States,Human Capital Management,Spring,2017,682-190-9184,,Leadership,,Whippany - NJ,United States (USA),Postponing job search,Business & Legal Services
ms1694,Sich,Mandel,Syracuse,New York,United States,Enterprise Risk Management,Summer,2020,838-241-2156,,Microsoft Offices,,"Hangzhou, Zhejiang province - China",China Mainland,Military Service,Aerospace and Defense
cs5828,Scurry,Craig,Sacramento,California,United States,Sustainability Science,Fall,2021,512-659-1585,847-712-7578,Contract Negotiation,,Louisville - KY,United States (USA),Other Intentions,Finance & Investment
nk8522,Kemshell,Nilson,Dayton,Ohio,United States,Bioethics,Spring,2018,231-918-6646,,Leadership,,Somerset - NJ,United States (USA),Graduate School,Insurance
tc7475,Cristofanini,Terrill,Ocala,Florida,United States,Information Knowledge Strategy,Spring,2021,164-995-8013,664-913-9010,Management,,Santiago - Chile,Chile,Research,Geospatial/Mapping
kl5587,Lazenbury,Kira,Punta Gorda,Florida,United States,Human Capital Management,Spring,2020,966-650-3737,429-447-8226,Conflict Resolution,,Seattle - WA,United States (USA),Internship,Research & Consulting
km9311,Macek,Katina,Toledo,Ohio,United States,Sustainability Management,Summer,2016,768-106-3467,451-107-5554,Teamwork ,,Beirut - Lebanon,Lebanon,Other Intentions,Education
as8601,Savell,Atalanta,Lexington,Kentucky,United States,Nonprofit Management,Fall,2021,651-347-2277,775-492-0325,Negotiation,,Los Angeles - CA,United States (USA),Not seeking an internship,Aerospace and Defense
cb2689,Bockin,Cary,Saint Paul,Minnesota,United States,Construction Administration,Spring,2018,902-792-7705,,Active Listening,,Tampa - FL,United States (USA),Graduate School,Media
ej9242,Jobbing,Elita,Olympia,Washington,United States,Narrative Medicine,Summer,2020,855-578-3702,810-153-9131,Leadership,,Bangkok - Thailand,Thailand,Internship,Geospatial/Mapping
wp8855,Petraitis,Wanids,Reading,Pennsylvania,United States,Strategic Communication,Spring,2019,314-305-5847,,Product Knowledge,,San Francisco - CA,United States (USA),Other Intentions,Insurance
wg4422,Gossipin,Wilhelmine,Pittsburgh,Pennsylvania,United States,Technology Management,Fall,2021,629-203-5460,,Decision Making,,Amsterdam - Netherlands,Netherlands,Summer classes,Aerospace and Defense
ja4200,Antonutti,Johannah,Santa Monica,California,United States,Negotiation and Conflict Resolution,Fall,2020,-3644,,POS Skills,,Atlanta - GA,United States (USA),Service Organization,Education
dd4970,Degoix,Diahann,Salinas,California,United States,Strategic Communication,Spring,2020,224-291-1552,,Teamwork ,,London - United Kingdom,United Kingdom,Not seeking an internship,Lifestyle & Consumer
bd4789,Duligal,Bambie,Youngstown,Ohio,United States,Information Knowledge Strategy,Summer,2016,309-113-5944,578-559-1144,Communication,,Woodlawn - MD,United States (USA),Still Seeking Employment,Research & Consulting
mc2167,Commander,Myriam,Rochester,Minnesota,United States,Narrative Medicine,Summer,2017,120-955-9066,,Conflict Resolution,,Danvers - MA,United States (USA),Service Organization,Food & Agriculture
js9100,Swett,Jill,Memphis,Tennessee,United States,Bioethics,Fall,2022,911-483-5942,497-658-3220,Lead Qualification,,Great Neck - NY,United States (USA),Summer classes,Data/Technology
cd3688,Durand,Cyb,Atlanta,Georgia,United States,Narrative Medicine,Fall,2016,721-500-1475,291-127-0534,Office Equipment,,Seoul - South Korea,South Korea,Graduate School,Data/Technology
nd6162,Devereu,Nanine,Fort Lauderdale,Florida,United States,Information Knowledge Strategy,Spring,2018,393-142-5948,,Decision Making,,Lake Worth - FL,United States (USA),Postponing job search,Governance
gb6860,Beevis,Gradey,Olympia,Washington,United States,Narrative Medicine,Spring,2017,687-270-7299,,Salesforce,,Durham - NC,United States (USA),Still Seeking Education,Research & Consulting
sd8809,Daffern,Shelly,Beaufort,South Carolina,United States,Applied Analytics,Summer,2016,359-782-9316,,Salesforce,UX/UI,Tokyo - Japan,Japan,Fellowship,Energy
gc3217,Cliss,Garek,Lincoln,Nebraska,United States,Strategic Communication,Spring,2020,844-526-8346,825-918-6850,Active Listening,,Old Westbury - NY,United States (USA),Summer classes,Housing/Real Estate
dv9880,Vedeniktov,Durante,Baltimore,Maryland,United States,Wealth Management,Spring,2020,311-151-0654,,Active Listening,,Singapore - Singapore,Singapore,Still Seeking Employment,Education
lc9120,Chasmor,Lula,Shawnee Mission,Kansas,United States,Strategic Communication,Spring,2016,661-107-8774,,Cashier Skills,,Somerset - NJ,United States (USA),Postponing job search,Finance & Investment
mr1611,Rydings,Marylinda,San Jose,California,United States,Bioethics,Summer,2017,311-832-2790,966-419-4955,Communication,,Plano - TX,United States (USA),Not seeking an internship,Environment & Weather
jw9666,Wellan,Jacynth,Austin,Texas,United States,Human Capital Management,Spring,2016,921-430-1944,,Shipping,,Phoenix - AZ,United States (USA),Still Seeking Employment,Data/Technology
et8276,Tansly,Esther,Carlsbad,California,United States,Bioethics,Spring,2021,922-387-9364,585-805-8112,Welcoming Visitors,,Boston - MA,United States (USA),Still Seeking Education,Healthcare
pg9166,Gownge,Pen,Lancaster,California,United States,Information Knowledge Strategy,Summer,2020,996-210-1912,,Leadership,,Farmingdale - NY,United States (USA),Still Seeking Internship,Food & Agriculture
vr7075,Rachuig,Valerie,Saint Louis,Missouri,United States,Technology Management,Fall,2018,323-821-9405,495-802-2649,Accounting,,Norfolk - VA,United States (USA),Other Intentions,Aerospace and Defense
qg7260,Gilstoun,Quentin,Charleston,West Virginia,United States,Wealth Management,Spring,2016,893-293-9123,800-185-4960,Critical Thinking,,Arlington - VA,United States (USA),Military Service,Housing/Real Estate
dg1539,Gaskal,Dylan,Louisville,Kentucky,United States,Actuarial Science,Fall,2018,716-234-4020,,Decision Making,,Bloomfield - NY,United States (USA),Postponing job search,Media
dv5870,Vlasov,Delaney,Los Angeles,California,United States,Applied Analytics,Spring,2021,381-127-8584,388-830-4402,Contract Negotiation,API,Hoboken - NJ,United States (USA),Summer classes,Geospatial/Mapping
pj7325,Jacomb,Paten,Newport Beach,California,United States,Construction Administration,Fall,2016,497-631-7104,713-571-4402,Active Listening,,Miami - FL,United States (USA),Not seeking an internship,Education
lw7546,Willacot,Leonie,New York City,New York,United States,Sustainability Management,Spring,2017,102-524-3251,111-224-6791,Leadership,,Stamford - CT,United States (USA),Not seeking an internship,Data/Technology
bb5953,Bogue,Brunhilda,Springfield,Massachusetts,United States,Actuarial Science,Summer,2022,837-673-2950,,Product Knowledge,,Asuncion - Paraguay,Paraguay,Research,Healthcare
rc5889,Cappell,Rubetta,Fort Worth,Texas,United States,Sports Management,Summer,2021,834-622-0064,,Conflict Resolution,,Santa Clara - CA,United States (USA),Postponing job search,Geospatial/Mapping
mp1077,Paulillo,Martelle,Newark,Delaware,United States,Construction Administration,Fall,2016,726-384-1147,,Communication,,Tokyo - Japan,Japan,Graduate School,Education
hb5603,Blaver,Hubert,New Haven,Connecticut,United States,Sustainability Management,Fall,2022,939-942-4852,,Office Equipment,,Louisville - KY,United States (USA),Job,Food & Agriculture
bg7852,Gligorijevic,Brodie,Corpus Christi,Texas,United States,Wealth Management,Spring,2022,462-547-2177,,Accounting,,Singapore - Singapore,Singapore,Internship,Aerospace and Defense
tk2172,Klain,Tamqrah,Lawrenceville,Georgia,United States,Bioethics,Spring,2018,801-274-8362,443-473-1530,Calendar Management,,Fort Leavenworth - KS,United States (USA),Military Service,Finance & Investment
gy5113,Yegorchenkov,Gretna,Fort Wayne,Indiana,United States,Narrative Medicine,Fall,2022,500-220-5943,132-453-3530,Microsoft Offices,,Irvine - CA,United States (USA),Postponing job search,Governance
vk8598,Kenneway,Venus,Boca Raton,Florida,United States,Actuarial Science,Spring,2017,802-181-9243,273-971-4749,POS Skills,,Ewing - NJ,United States (USA),Other Intentions,Energy
yw2349,Wilkennson,Yoko,Clearwater,Florida,United States,Applied Analytics,Summer,2016,468-414-0874,,Creativity,Google Analytics,Bear - DE,United States (USA),Still Seeking Education,Healthcare
vc7541,Chestnutt,Valle,Columbus,Ohio,United States,Nonprofit Management,Fall,2018,232-915-8887,,Empathy,,Seattle - WA,United States (USA),Not seeking an internship,Insurance
tk2172,Klain,Tamqrah,Lawrenceville,Georgia,United States,Bioethics,Spring,2018,801-274-8362,443-473-1530,Calendar Management,,Danvers - MA,United States (USA),Internship,Healthcare
lm7331,Maurice,Lissy,Daytona Beach,Florida,United States,Strategic Communication,Summer,2020,943-197-3604,284-429-7370,Customer Service,,San Jose - CA,United States (USA),Own Venture,Governance
pe8184,Eite,Perice,Pasadena,California,United States,Enterprise Risk Management,Summer,2017,396-208-6988,895-928-5618,Empathy,,Santa Clara - CA,United States (USA),Research,Data/Technology
jd7256,Didsbury,Jonie,Saint Louis,Missouri,United States,Sports Management,Summer,2020,544-702-9297,115-936-2718,Decision Making,,Philadelphia - PA,United States (USA),Still Seeking Employment,Education
jd3659,Domingues,Johnette,Springfield,Massachusetts,United States,Insurance Management,Fall,2021,482-559-1929,688-960-3697,Leadership,,Astoria - NY,United States (USA),Research,Data/Technology
ca8200,Antoniou,Clyve,Flushing,New York,United States,Actuarial Science,Summer,2022,493-963-1792,,Office Equipment,,Jinan - China,China Mainland,Still Seeking Employment,Business & Legal Services
nd3756,Dobson,Niven,Nashville,Tennessee,United States,Bioethics,Fall,2017,958-652-9316,,Shipping,,Sacramento - CA,United States (USA),Not seeking an internship,Lifestyle & Consumer
rt3656,Trengove,Rozalin,Maple Plain,Minnesota,United States,Sustainability Management,Summer,2019,885-874-2943,,Microsoft Offices,,McLean - VA,United States (USA),Still Seeking Employment,Education
pm6312,McAuslan,Pascal,Milwaukee,Wisconsin,United States,Technology Management,Spring,2017,234-144-1111,,Lead Qualification,,Fort Mill - SC,United States (USA),Graduate School,Food & Agriculture
df8875,Fellgate,Dick,Hollywood,Florida,United States,Applied Analytics,Spring,2016,479-651-8307,348-739-3347,Lead Qualification,R,Danvers - MA,United States (USA),Still Seeking Education,Finance & Investment
tm7389,Meah,Tobin,Santa Cruz,California,United States,Narrative Medicine,Summer,2020,335-175-3279,,Calendar Management,,Providence - RI,United States (USA),Fellowship,Environment & Weather
rv6163,Vail,Rubina,Harrisburg,Pennsylvania,United States,Wealth Management,Summer,2017,728-243-8700,235-456-9389,Decision Making,,Westbury - NY,United States (USA),Summer classes,Governance
ca2504,Aspall,Chrystel,Springfield,Illinois,United States,Construction Administration,Spring,2020,136-901-9188,884-373-2743,Salesforce,,Tulsa - OK,United States (USA),Postponing job search,Energy
hb3161,Burgane,Holt,Philadelphia,Pennsylvania,United States,Information Knowledge Strategy,Summer,2019,926-232-1827,994-155-3523,Referral Marketing,,Menlo Park - CA,United States (USA),Summer classes,Scientific Research
je2896,Ettritch,Jacky,Orlando,Florida,United States,Sports Management,Spring,2016,761-553-2836,149-525-4127,QuickBooks,,Fort Leavenworth - KS,United States (USA),Service Organization,Research & Consulting
cd7662,Dilawey,Cyndi,Greenville,South Carolina,United States,Negotiation and Conflict Resolution,Fall,2016,163-723-9446,982-109-5100,Microsoft Offices,,Sao Paulo - Brazil,Brazil,Not seeking an internship,Data/Technology
cc8952,Cabena,Carlo,Cincinnati,Ohio,United States,Strategic Communication,Fall,2021,299-793-9091,,Public Speaking,,Wilmington - DE,United States (USA),Job,Research & Consulting
pb5265,Butts,Peg,Baltimore,Maryland,United States,Applied Analytics,Spring,2019,518-186-8690,139-709-4886,Organization,Open Source Experience,Long Island City - NY,United States (USA),Research,Environment & Weather
cm3550,Mintram,Creigh,Houston,Texas,United States,Human Capital Management,Spring,2020,491-722-0707,683-757-6625,Office Equipment,,Ewing - NJ,United States (USA),Own Venture,Insurance
ks4488,Skillen,Karee,Colorado Springs,Colorado,United States,Negotiation and Conflict Resolution,Summer,2019,670-896-5791,,Calendar Management,,Santa Clara - CA,United States (USA),Service Organization,Media
lg9950,Grisedale,Letty,Garland,Texas,United States,Negotiation and Conflict Resolution,Spring,2016,406-745-3665,419-912-4718,Referral Marketing,,Cranford - NJ,United States (USA),Job,Geospatial/Mapping
ss2982,Setch,Stephenie,Austin,Texas,United States,Applied Analytics,Fall,2020,958-376-2458,860-804-7349,Conflict Resolution,C++,Minneapolis - MN,United States (USA),Graduate School,Housing/Real Estate
ls2770,Stainbridge,Lorry,Austin,Texas,United States,Bioethics,Spring,2020,419-557-2915,,Self Motivation,,"Hangzhou, Zhejiang province - China",China Mainland,Service Organization,Finance & Investment
dv9880,Vedeniktov,Durante,Baltimore,Maryland,United States,Wealth Management,Spring,2020,311-151-0654,,Active Listening,,Somerset - NJ,United States (USA),Not seeking an internship,Insurance
gp6391,Pendred,Guillaume,Hollywood,Florida,United States,Human Capital Management,Fall,2018,587-700-4903,900-712-1166,Organization,,Bethesda - MD,United States (USA),Still Seeking Education,Scientific Research
ne8282,Eldritt,Northrop,Louisville,Kentucky,United States,Wealth Management,Summer,2018,199-256-1906,714-483-1987,Teamwork ,,West New York - NJ,United States (USA),Fellowship,Energy
lk9334,Klicher,Lodovico,Omaha,Nebraska,United States,Negotiation and Conflict Resolution,Fall,2018,886-409-2949,993-611-3777,Management,,Moorestown - NJ,United States (USA),Still Seeking Education,Education
ia3827,Ankers,Iolanthe,Omaha,Nebraska,United States,Construction Administration,Spring,2016,230-758-8104,,Contract Negotiation,,Seoul - South Korea,South Korea,Summer classes,Healthcare
wn1628,Nazareth,Winny,Glendale,California,United States,Insurance Management,Spring,2021,242-118-8436,,Collaboration,,Harrison - NY,United States (USA),Graduate School,Aerospace and Defense
